Title,URL
L17. Find the starting point of the Loop/Cycle in LinkedList | Multiple Approaches,https://www.youtube.com/watch?v=2Kd0KKmmHFc
L18. Delete all occurrences of a Key in DLL,https://www.youtube.com/watch?v=Mh0NH_SD92k
L19. Find all Pairs with given Sum in DLL,https://www.youtube.com/watch?v=YitR4dQsddE
L20. Remove duplicates from sorted DLL,https://www.youtube.com/watch?v=YJKVTnOJXSY
L21. Reverse Nodes in K Group Size of LinkedList,https://www.youtube.com/watch?v=lIar1skcQYI
L22. Rotate a LinkedList,https://www.youtube.com/watch?v=uT7YI7XbTY8
L23. Merge two sorted Linked Lists,https://www.youtube.com/watch?v=jXu-H7XuClE
L24. Flattening a LinkedList | Multiple Approaches with Dry Run,https://www.youtube.com/watch?v=ykelywHJWLg
L25. Merge K Sorted Lists | Multiple Approaches,https://www.youtube.com/watch?v=1zktEppsdig
L26. Sort a Linked List | Merge Sort and Brute Force,https://www.youtube.com/watch?v=8ocB7a_c-Cc
L27. Clone a LinkedList with Next and Random Pointers | Copy List with Random Pointers,https://www.youtube.com/watch?v=q570bKdrnlw
L28. Design a Browser History | LinkedList Implementation,https://www.youtube.com/watch?v=mG3KLugbOdc
L2. Print all Divisors of a Number | Maths Playlist,https://www.youtube.com/watch?v=Ae_Ag_saG9s
L3. Check if a Number if Prime or not | Maths Playlist,https://www.youtube.com/watch?v=MJcckSfoYdI
L4. Print all prime factors of a Number | Maths Playlist,https://www.youtube.com/watch?v=LT7XhVdeRyg
L5. Power Exponentiation | Maths Playlist,https://www.youtube.com/watch?v=hFWckDXE-K8
L6. Sieve of Eratosthenes | Maths Playlist,https://www.youtube.com/watch?v=g5Fuxn_AvSk
L7. Count Prime in a range L-R | Maths Playlist,https://www.youtube.com/watch?v=os82DjD2-MA
L8. Smallest Prime Factor (SPF) | Prime Factorisation | Query Based Problem | Maths Playlist,https://www.youtube.com/watch?v=glKWkmKFlMw
L1. Introduction to Sliding Window and 2 Pointers | Templates | Patterns,https://www.youtube.com/watch?v=9kdHxplyl5I
L2. Maximum Points You Can Obtain from Cards | 2 Pointers and Sliding Window Playlist,https://www.youtube.com/watch?v=pBWCOCS636U
L3. Longest Substring Without Repeating Characters | 2 Pointers and Sliding Window Playlist,https://www.youtube.com/watch?v=-zSxTJkcdAo
L4. Max Consecutive Ones III | 2 Pointers and Sliding Window Playlist,https://www.youtube.com/watch?v=3E4JBHSLpYk
L5. Fruit Into Baskets | 2 Pointers and Sliding Window Playlist,https://www.youtube.com/watch?v=e3bs0uA1NhQ
L6. Longest Substring With At Most K Distinct Characters | 2 Pointers and Sliding Window Playlist,https://www.youtube.com/watch?v=teM9ZsVRQyc
L7. Number of Substrings Containing All Three Characters | 2 Pointers and Sliding Window Playlist,https://www.youtube.com/watch?v=xtqN4qlgr8s
L8. Longest Repeating Character Replacement | 2 Pointers and Sliding Window Playlist,https://www.youtube.com/watch?v=_eNhaDCr6P0
L9. Binary Subarrays With Sum | 2 Pointers and Sliding Window Playlist,https://www.youtube.com/watch?v=XnMdNUkX6VM
L10. Count number of Nice subarrays | 2 Pointers and Sliding Window Playlist,https://www.youtube.com/watch?v=j_QOv9OT9Og
L11. Subarray with k different integers | 2 Pointers and Sliding Window Playlist,https://www.youtube.com/watch?v=7wYGbV_LsX4
L12. Minimum Window Substring | 2 Pointers and Sliding Window Playlist,https://www.youtube.com/watch?v=WJaij9ffOIY
L1. Assign Cookies | Greedy Algorithm Playlist,https://www.youtube.com/watch?v=DIX2p7vb9co
L3. Shortest Job First (or SJF) CPU Scheduling,https://www.youtube.com/watch?v=3-QbX1iDbXs
L2. Lemonade Change | Greedy Algorithm Playlist,https://www.youtube.com/watch?v=n_tmibEhO6Q
L4. Jump Game - I | Greedy Algorithm Playlist,https://www.youtube.com/watch?v=tZAa_jJ3SwQ
L5. Jump Game - II | Greedy Algorithm Playlist,https://www.youtube.com/watch?v=7SBVnw7GSTk
L6. Job Sequencing Problem | Greedy Algorithm Playlist,https://www.youtube.com/watch?v=QbwltemZbRg
L7. N Meeting in One Room | Greedy Algorithms Playlist,https://www.youtube.com/watch?v=mKfhTotEguk
L8. Non Overlapping Intervals | Greedy Algorithms Playlist,https://www.youtube.com/watch?v=HDHQ8lAWakY
L9. Insert Intervals | Greedy Algorithms Playlist,https://www.youtube.com/watch?v=xxRE-46OCC8
L10. Minimum number of platforms required in a railway station,https://www.youtube.com/watch?v=AsGzwR_FWok
L11. Valid Parenthesis String | Multiple Approaches,https://www.youtube.com/watch?v=cHT6sG_hUZI
L13. Fractional Knapsack Algorithm,https://www.youtube.com/watch?v=1ibsQrnuEEg
L12. Candy | Slope Approach Intuition Based,https://www.youtube.com/watch?v=IIqVFvKE6RY
L1. Introduction to Stack and Queue | Implementation using Data Structures,https://www.youtube.com/watch?v=tqQ5fTamIN4
L2. Check for Balanced Parentheses | Stack and Queue,https://www.youtube.com/watch?v=xwjS0iZhw4I
"L3. Prefix, Infix, and Postfix Conversion | Stack and Queue Playlist",https://www.youtube.com/watch?v=4pIc9UBHJtk
L4. Implement Min Stack | Stack and Queue Playlist,https://www.youtube.com/watch?v=NdDIaH91P0g
L5. Next Greater Element | Stack and Queue Playlist,https://www.youtube.com/watch?v=e7XQLtOQM3I
L6. Next Greater Element - II | Stack and Queue Playlist,https://www.youtube.com/watch?v=7PrncD7v9YQ
L7. Previous Smaller Element | Stack and Queue Playlist,https://www.youtube.com/watch?v=zMdbdGJNlh4
L8. Trapping Rainwater | 2 Approaches | Stack and Queue Playlist,https://www.youtube.com/watch?v=1_5VuquLbXg
L9. Sum of Subarray Minimum | Stack and Queue Playlist,https://www.youtube.com/watch?v=v0e8p9JCgRc
L10. Sum of subarray ranges | Stack and Queue Playlist,https://www.youtube.com/watch?v=gIrMptNPf5M
L11. Aestroid Collisions | Stack and Queue Playlist,https://www.youtube.com/watch?v=_eYGqw_VDR4
L12. Largest Rectangle in Histogram | Stack and Queue Playlist,https://www.youtube.com/watch?v=Bzat9vgD0fs
L13. Maximal Rectangle | Stack and Queue Playlist,https://www.youtube.com/watch?v=ttVu6G7Ayik
L14. Remove K Digits | Stack and Queue Playlist,https://www.youtube.com/watch?v=jmbuRzYPGrg
L15. Stock Span Problem | Stack and Queue Playlist,https://www.youtube.com/watch?v=eay-zoSRkVc
L16. Sliding Window Maximum | Stack and Queue Playlist,https://www.youtube.com/watch?v=NwBvene4Imo
L17. The Celebrity Problem | Stack and Queue Playlist,https://www.youtube.com/watch?v=cEadsbTeze4
L18. Implement LRU Cache,https://www.youtube.com/watch?v=z9bJUPxzFOw
Implement LFU cache in C++/Java  | Leetcode(Hard),https://www.youtube.com/watch?v=mzqHlAW7jeE
Major Announcement | TUF+ V2 and System Design Playlist 🔥,https://www.youtube.com/watch?v=M4IHWsk-EAM
